MovieID,AvgRating,count,MovieTitle,Genres
1223,4.005201342281879,8940,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
3359,4.004476275738585,3351,Breaking Away (1979),Comedy|Drama
2542,4.002002963288152,18223,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
994,4.0013542795232935,5538,Big Night (1996),Comedy|Drama
109374,4.00038515855694,7789,"Grand Budapest Hotel, The (2014)",Comedy|Drama
936,4.00033738191633,1482,Ninotchka (1939),Comedy|Romance
2804,3.9999648110352592,14209,"Christmas Story, A (1983)",Children|Comedy
3088,3.999210734017364,3801,Harvey (1950),Comedy|Fantasy
3097,3.9985746864310148,1754,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
86345,3.992707672796449,1577,Louis C.K.: Hilarious (2010),Comedy
2788,3.985270444301352,6212,Monty Python's And Now for Something Completely Different (1971),Comedy
86347,3.9831053901850364,1243,Louis C.K.: Chewed Up (2008),Comedy
152081,3.9828147612156295,2764,Zootopia (2016),Action|Adventure|Animation|Children|Comedy
2502,3.978301093355761,23780,Office Space (1999),Comedy|Crime
1080,3.977709176069832,23485,Monty Python's Life of Brian (1979),Comedy
134853,3.972575612097936,8332,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
66934,3.972410568155249,4277,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
86377,3.969725343320849,1602,Louis C.K.: Shameless (2007),Comedy
1278,3.9687055476529163,16872,Young Frankenstein (1974),Comedy|Fantasy
58,3.9663385678863925,13309,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
104069,3.9653739612188366,722,Louis C.K.: Oh My God (2013),Comedy
1235,3.9650156412930135,9590,Harold and Maude (1971),Comedy|Drama|Romance
1238,3.96500754147813,3315,Local Hero (1983),Comedy
1066,3.964717741935484,1488,Shall We Dance (1937),Comedy|Musical|Romance
92535,3.9642629227823867,1567,Louis C.K.: Live at the Beacon Theater (2011),Comedy
3814,3.9634408602150537,1860,Love and Death (1975),Comedy
1292,3.962918660287081,7106,Being There (1979),Comedy|Drama
8542,3.9604578563995836,961,"Day at the Races, A (1937)",Comedy|Musical
7091,3.9604430379746836,948,Horse Feathers (1932),Comedy
1175,3.9600547536087607,8036,Delicatessen (1991),Comedy|Drama|Romance
665,3.9598180439727066,1319,Underground (1995),Comedy|Drama|War
94959,3.9565133359103206,5174,Moonrise Kingdom (2012),Comedy|Drama|Romance
1734,3.952859350850077,1941,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
127098,3.9522684310018903,1058,Louis C.K.: Live at The Comedy Store (2015),Comedy
5120,3.950033760972316,1481,Sleuth (1972),Comedy|Mystery|Thriller
1732,3.9485536218250235,25512,"Big Lebowski, The (1998)",Comedy|Crime
95858,3.94668911335578,891,For the Birds (2000),Animation|Children|Comedy
927,3.944264069264069,924,"Women, The (1939)",Comedy
946,3.9433774834437085,1510,To Be or Not to Be (1942),Comedy|Drama|War
71899,3.9402030008826125,2266,Mary and Max (2009),Animation|Comedy|Drama
7706,3.9398797595190382,998,Animal Crackers (1930),Comedy|Musical
2997,3.9384560654571326,30921,Being John Malkovich (1999),Comedy|Drama|Fantasy
1963,3.9362745098039214,2448,Take the Money and Run (1969),Comedy|Crime
2918,3.9342579592456266,26353,Ferris Bueller's Day Off (1986),Comedy
2289,3.9319675068689524,8371,"Player, The (1992)",Comedy|Crime|Drama
7023,3.930995475113122,884,"Wedding Banquet, The (Xi yan) (1993)",Comedy|Drama|Romance
1934,3.9305705059203446,929,You Can't Take It with You (1938),Comedy|Romance
47491,3.93029490616622,746,Adam's Apples (Adams æbler) (2005),Comedy|Drama
6666,3.92680608365019,1052,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy
5603,3.9257425742574257,707,"Lavender Hill Mob, The (1951)",Comedy|Crime
26776,3.9253479544495993,2371,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance
1243,3.925062828421293,4377,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
6104,3.924876378851274,2629,Monty Python Live at the Hollywood Bowl (1982),Comedy
6993,3.9248704663212437,2509,Hannah and Her Sisters (1986),Comedy|Drama|Romance
1449,3.9245128662799345,6723,Waiting for Guffman (1996),Comedy
3310,3.9229547259729944,1259,"Kid, The (1921)",Comedy|Drama
62336,3.920556107249255,1007,FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi
115617,3.9179494843820057,6691,Big Hero 6 (2014),Action|Animation|Comedy
7075,3.9150702426564497,783,"Court Jester, The (1956)",Adventure|Comedy|Musical
3096,3.914940828402367,676,My Man Godfrey (1957),Comedy
1270,3.9135276431950055,52219,Back to the Future (1985),Adventure|Comedy|Sci-Fi
78499,3.910243546474505,10963,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
907,3.9079229122055676,934,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
73881,3.9066985645933014,1045,3 Idiots (2009),Comedy|Drama|Romance
6867,3.90470462443197,3741,"Station Agent, The (2003)",Comedy|Drama
3929,3.90307486631016,748,"Bank Dick, The (1940)",Comedy
308,3.9024536719286202,5828,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
77455,3.902245451025939,2583,Exit Through the Gift Shop (2010),Comedy|Documentary
57504,3.901193139448173,1341,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",Animation|Comedy|Drama|Romance|Sci-Fi
3507,3.900417412045319,3354,"Odd Couple, The (1968)",Comedy
6254,3.8986068111455108,646,"Awful Truth, The (1937)",Comedy|Romance
7323,3.897642015005359,5598,"Good bye, Lenin! (2003)",Comedy|Drama
3925,3.89650974025974,1232,Stranger Than Paradise (1984),Comedy|Drama
3521,3.89588772845953,1532,Mystery Train (1989),Comedy|Drama
26471,3.8955108359133126,646,Eddie Murphy Delirious (1983),Comedy|Documentary
6724,3.89477503628447,1378,Paper Moon (1973),Comedy|Crime|Drama
3067,3.8933618139993427,3043,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
3548,3.8905367231638417,1416,Auntie Mame (1958),Comedy|Drama
1,3.8893002883297356,63469,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
46578,3.889016363746151,16561,Little Miss Sunshine (2006),Adventure|Comedy|Drama
3543,3.888348237769595,3802,Diner (1982),Comedy|Drama
8874,3.8873834407660053,15979,Shaun of the Dead (2004),Comedy|Horror
8033,3.885135135135135,740,How to Steal a Million (1966),Comedy|Crime|Romance
7121,3.882241215574549,1053,Adam's Rib (1949),Comedy|Romance
3200,3.879125412541254,1212,"Last Detail, The (1973)",Comedy|Drama
5060,3.8790065264684555,13790,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
72356,3.877329192546584,644,Partly Cloudy (2009),Animation|Children|Comedy|Fantasy
3606,3.876387487386478,991,On the Town (1949),Comedy|Musical|Romance
8827,3.8755004003202562,1249,"Bill Cosby, Himself (1983)",Comedy|Documentary
1265,3.875037622787096,36547,Groundhog Day (1993),Comedy|Fantasy|Romance
1537,3.8747818499127398,4584,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
8253,3.874760994263862,1046,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery
4027,3.8747153617095815,22836,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
1394,3.874304547653604,16536,Raising Arizona (1987),Comedy
497,3.873080218838574,15171,Much Ado About Nothing (1993),Comedy|Romance
57669,3.8728824193750784,7969,In Bruges (2008),Comedy|Crime|Drama|Thriller
122904,3.8709031318281135,5492,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
8961,3.8707931322646814,26326,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
915,3.8694992412746587,5931,Sabrina (1954),Comedy|Romance
6776,3.8688423645320196,812,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance
6902,3.8680981595092025,815,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
7084,3.867897727272727,1056,"Play It Again, Sam (1972)",Comedy|Romance
5525,3.86784140969163,681,Mostly Martha (Bella Martha) (2001),Comedy|Drama|Romance
914,3.8660344827586206,11600,My Fair Lady (1964),Comedy|Drama|Musical|Romance
6377,3.865372796377163,30915,Finding Nemo (2003),Adventure|Animation|Children|Comedy
7073,3.8649228130360207,1166,"Shot in the Dark, A (1964)",Comedy|Crime|Mystery
4886,3.863633439480202,31089,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
7089,3.8621346886912327,787,Amarcord (1973),Comedy|Drama
615,3.861573373676248,661,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
223,3.8597532314923617,25530,Clerks (1994),Comedy
3671,3.859145471333837,11913,Blazing Saddles (1974),Comedy|Western
3341,3.8588832487309643,985,Born Yesterday (1950),Comedy
4741,3.8562378167641325,1026,Together (Tillsammans) (2000),Comedy|Drama|Romance
38061,3.855664488017429,6426,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
2300,3.8553336906995446,7462,"Producers, The (1968)",Comedy
72226,3.85425603973809,4429,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime
6286,3.8532689450222883,1346,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy|Crime|Drama
6807,3.852501790647703,9773,Monty Python's The Meaning of Life (1983),Comedy
51255,3.850571584104518,11022,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
6773,3.850092372657693,3789,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
7419,3.848503740648379,1604,After Hours (1985),Comedy|Thriller
176,3.847718865598027,2433,Living in Oblivion (1995),Comedy
1202,3.8464886825304703,1723,Withnail & I (1987),Comedy
5890,3.8454773869346734,796,Elling (2001),Comedy|Drama
6001,3.8453878406708597,1908,"King of Comedy, The (1983)",Comedy|Drama
6954,3.845,1300,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance
115122,3.8445626477541373,846,What We Do in the Shadows (2014),Comedy|Horror
44694,3.8436009538950717,2516,Volver (2006),Comedy|Drama
194,3.8429517502365185,6342,Smoke (1995),Comedy|Drama
33903,3.8398366606170597,1102,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance
2618,3.839179104477612,1340,"Castle, The (1997)",Comedy
2395,3.839149017606532,15676,Rushmore (1998),Comedy|Drama
106782,3.838400289540355,8289,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
2318,3.838371375694016,4863,Happiness (1998),Comedy|Drama
1079,3.8380758486814073,21121,"Fish Called Wanda, A (1988)",Comedy|Crime
1077,3.83625081645983,7655,Sleeper (1973),Comedy|Sci-Fi
5902,3.8359954899934228,10643,Adaptation (2002),Comedy|Drama|Romance
1279,3.835774865073246,2594,Night on Earth (1991),Comedy|Drama
1307,3.8347187358544916,24301,When Harry Met Sally... (1989),Comedy|Romance
1060,3.833427681856779,10599,Swingers (1996),Comedy|Drama
44195,3.8332120582120583,9620,Thank You for Smoking (2006),Comedy|Drama
973,3.831804281345566,981,Meet John Doe (1941),Comedy|Drama
1257,3.83148693093301,5777,Better Off Dead... (1985),Comedy|Romance
2248,3.8311485032283312,10222,Say Anything... (1989),Comedy|Drama|Romance
5135,3.829352094240838,3056,Monsoon Wedding (2001),Comedy|Romance
3061,3.828805885681947,1767,Holiday Inn (1942),Comedy|Musical
54259,3.827938376319889,5777,Stardust (2007),Adventure|Comedy|Fantasy|Romance
1968,3.826365861361124,25332,"Breakfast Club, The (1985)",Comedy|Drama
67997,3.8260694108151734,1239,In the Loop (2009),Comedy
2863,3.8240760752107197,4627,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2396,3.8234382770360735,26141,Shakespeare in Love (1998),Comedy|Drama|Romance
1682,3.822589713907723,30235,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
6539,3.82219729582247,32986,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
3114,3.8208444840915847,26904,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
26133,3.8196850393700785,1270,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy
3481,3.819185818934183,17883,High Fidelity (2000),Comedy|Drama|Romance
3911,3.818953205074351,11903,Best in Show (2000),Comedy
5470,3.8176144244105408,721,The Importance of Being Earnest (1952),Comedy|Romance
2924,3.81733889661567,2157,Drunken Master (Jui kuen) (1978),Action|Comedy
46976,3.816344354335621,8015,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
2696,3.8152094048493757,1361,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy
5339,3.8142726440988106,1093,Husbands and Wives (1992),Comedy|Drama
728,3.8137070815450644,3728,Cold Comfort Farm (1995),Comedy
1914,3.811553363860514,2839,Smoke Signals (1998),Comedy|Drama
79008,3.809917355371901,1089,South Park: Imaginationland (2008),Animation|Comedy|Fantasy
86882,3.805344364937388,4472,Midnight in Paris (2011),Comedy|Fantasy|Romance
6370,3.8046875,1280,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance
4306,3.8029975164137997,40667,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
6711,3.8028124001278365,18774,Lost in Translation (2003),Comedy|Drama|Romance
3104,3.8021949078138717,5695,Midnight Run (1988),Action|Comedy|Crime|Thriller
1220,3.7983491105318516,21867,"Blues Brothers, The (1980)",Action|Comedy|Musical
3421,3.7970450393200412,12589,Animal House (1978),Comedy
6620,3.7969405378731804,4053,American Splendor (2003),Comedy|Drama
7934,3.795964125560538,1338,Zelig (1983),Comedy
1188,3.7958469435370974,8572,Strictly Ballroom (1992),Comedy|Romance
4642,3.792207792207792,2772,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical
3836,3.7917395104895104,2288,Kelly's Heroes (1970),Action|Comedy|War
1966,3.791087962962963,1728,Metropolitan (1990),Comedy
3675,3.7891682785299805,2068,White Christmas (1954),Comedy|Musical|Romance
921,3.7889426957223566,2478,My Favorite Year (1982),Comedy
2791,3.788127962085308,21100,Airplane! (1980),Comedy
1784,3.787658950114118,24536,As Good as It Gets (1997),Comedy|Drama|Romance
79091,3.787153846153846,6500,Despicable Me (2010),Animation|Children|Comedy|Crime
71535,3.7863912640362627,9707,Zombieland (2009),Action|Comedy|Horror
36535,3.7842907385697537,1706,Everything Is Illuminated (2005),Comedy|Drama
1277,3.784269152080018,4399,Cyrano de Bergerac (1990),Comedy|Drama|Romance
4184,3.784018987341772,632,"Bishop's Wife, The (1947)",Comedy|Drama|Romance
2359,3.782254889093057,7619,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
56367,3.7813356835095964,15318,Juno (2007),Comedy|Drama|Romance
4705,3.7803030303030303,924,"Cage aux Folles, La (1978)",Comedy
119145,3.7801339285714284,4480,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
8784,3.779869659666908,11048,Garden State (2004),Comedy|Drama|Romance
101,3.779449423815621,4686,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
1162,3.779284833538841,811,"Ruling Class, The (1972)",Comedy|Drama
8370,3.779155672823219,1895,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama
1948,3.777173913043478,1380,Tom Jones (1963),Adventure|Comedy|Romance
81847,3.776167947959787,5073,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
69757,3.7760470931444052,9598,(500) Days of Summer (2009),Comedy|Drama|Romance
52435,3.7745618693574086,1883,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical
33880,3.7738095238095237,1344,Me and You and Everyone We Know (2005),Comedy|Drama
79702,3.773245683510217,6313,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance
5602,3.772117962466488,1119,"Ladykillers, The (1955)",Comedy|Crime
31878,3.7717482225010457,4782,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
5004,3.7705479452054793,876,"Party, The (1968)",Comedy
83134,3.768961121733588,1569,Tucker & Dale vs Evil (2010),Comedy|Horror
89864,3.7689259360481007,3659,50/50 (2011),Comedy|Drama
97921,3.768802228412256,5744,Silver Linings Playbook (2012),Comedy|Drama
2795,3.7672801043327055,6901,National Lampoon's Vacation (1983),Comedy
106438,3.7663316582914574,796,Philomena (2013),Comedy|Drama
3079,3.7662898936170213,1504,Mansfield Park (1999),Comedy|Drama|Romance
56251,3.7658662092624358,1749,Futurama: Bender's Big Score (2007),Animation|Comedy|Sci-Fi
562,3.765397374873792,6933,Welcome to the Dollhouse (1995),Comedy|Drama
8254,3.765322580645161,620,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance
4381,3.76360103626943,772,"Closet, The (Placard, Le) (2001)",Comedy
97913,3.7630919569030317,3991,Wreck-It Ralph (2012),Animation|Comedy
4979,3.763080225382345,14908,"Royal Tenenbaums, The (2001)",Comedy|Drama
3363,3.7629885057471264,8700,American Graffiti (1973),Comedy|Drama
2599,3.762559650053022,15088,Election (1999),Comedy
89904,3.761463414634146,2050,The Artist (2011),Comedy|Drama|Romance
4641,3.761180811808118,6775,Ghost World (2001),Comedy|Drama
6942,3.7606257120322497,11411,Love Actually (2003),Comedy|Drama|Romance
1827,3.7588785046728974,1070,"Big One, The (1997)",Comedy|Documentary
3060,3.7586206896551726,5597,"Commitments, The (1991)",Comedy|Drama|Musical
48082,3.755896226415094,2544,"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance
319,3.7554077573346594,8044,Shallow Grave (1994),Comedy|Drama|Thriller
26084,3.754601226993865,815,"Music Man, The (1962)",Children|Comedy|Musical|Romance
7983,3.754385964912281,741,Broadway Danny Rose (1984),Comedy
838,3.752646085997795,9070,Emma (1996),Comedy|Drama|Romance
88163,3.75033593120129,3721,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance
102993,3.749189189189189,925,"Way, Way Back, The (2013)",Comedy|Drama
1184,3.748824082784572,1063,Mediterraneo (1991),Comedy|Drama
3266,3.7487775061124693,1636,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
125,3.7484172859895404,3633,Flirting With Disaster (1996),Comedy
6753,3.7483739837398375,2460,Secondhand Lions (2003),Children|Comedy|Drama
1261,3.7479279478395404,9049,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
935,3.7473444613050075,659,"Band Wagon, The (1953)",Comedy|Musical
2716,3.7469862845193433,32518,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
4644,3.7468152866242037,628,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance
66297,3.746376811594203,966,Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi
3549,3.7462899543378994,1752,Guys and Dolls (1955),Comedy|Musical|Romance
5617,3.745693191140279,4876,Secretary (2002),Comedy|Drama|Romance
2690,3.744718882027949,3077,"Ideal Husband, An (1999)",Comedy|Romance
4795,3.7443267776096825,661,Father Goose (1964),Adventure|Comedy|Romance|War
3071,3.742741639103271,2721,Stand and Deliver (1988),Comedy|Drama
71106,3.742448330683625,629,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi
91542,3.7419552291010842,5718,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
272,3.740469911292256,8342,"Madness of King George, The (1994)",Comedy|Drama
8131,3.739327296248383,773,Pursuit of Happiness (2001),Comedy|Romance
54503,3.7366066890312086,9837,Superbad (2007),Comedy
62511,3.7365930599369084,1268,"Synecdoche, New York (2008)",Comedy|Drama
87234,3.735981308411215,856,Submarine (2010),Comedy|Drama|Romance
38038,3.73576930302461,5323,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
2349,3.735756385068762,1527,Mona Lisa (1986),Comedy|Thriller
111622,3.7346683354192742,799,Begin Again (2013),Comedy|Romance
1078,3.734354543074103,3819,Bananas (1971),Comedy|War
88235,3.733243967828418,746,"Guard, The (2011)",Comedy|Crime
1527,3.732777363647658,32196,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1285,3.7316404387219837,12582,Heathers (1989),Comedy
4956,3.731638418079096,708,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller
1884,3.729950135050904,9626,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
892,3.728185595567867,1444,Twelfth Night (1996),Comedy|Drama|Romance
112183,3.7279394085116615,4159,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
1500,3.727594488686639,15822,Grosse Pointe Blank (1997),Comedy|Crime|Romance
3972,3.7268688725490198,3264,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
6183,3.7263473053892215,835,Pillow Talk (1959),Comedy|Musical|Romance
1271,3.726137815786887,10173,Fried Green Tomatoes (1991),Comedy|Crime|Drama
2946,3.7241928149158707,2199,Help! (1965),Comedy|Musical
2352,3.7233595444685466,7376,"Big Chill, The (1983)",Comedy|Drama
3039,3.7230718398942697,10593,Trading Places (1983),Comedy
4359,3.7204850031908103,1567,"Seven Year Itch, The (1955)",Comedy
6662,3.719272727272727,2750,"Pink Panther, The (1963)",Comedy|Crime
1241,3.716977809087707,2839,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
4846,3.716867469879518,1411,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy
4225,3.716092572658773,1858,"Dish, The (2001)",Comedy
2398,3.714925100474973,5474,Miracle on 34th Street (1947),Comedy|Drama
1028,3.714834571664444,15747,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
77800,3.714131607335491,927,Four Lions (2010),Comedy|Drama
3317,3.7136641740312712,7355,Wonder Boys (2000),Comedy|Drama
1641,3.713561021648086,16953,"Full Monty, The (1997)",Comedy|Drama
6533,3.7132459970887917,687,"What's Up, Doc? (1972)",Comedy
55269,3.712871287128713,4141,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
94070,3.7115,1000,"Best Exotic Marigold Hotel, The (2011)",Comedy|Drama
60487,3.710253456221198,868,"It's the Great Pumpkin, Charlie Brown (1966)",Animation|Children|Comedy
1215,3.710201874549387,13870,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1845,3.709819639278557,2495,Zero Effect (1998),Comedy|Mystery|Thriller
