UserID,MovieID,Actual Rating,Predicted Rating
56,56333,4.0,2.7357616
56,63131,5.0,3.3003788
56,71535,4.0,3.1832583
56,80463,4.0,3.783544
56,80549,4.0,3.0018847
56,89759,4.0,3.8934474
56,93721,4.0,3.145336
56,96829,5.0,3.434698
56,97923,2.0,3.4275575
56,113829,4.0,2.466464
56,134853,5.0,3.5153697
57,380,4.0,3.4569373
57,534,5.0,4.1356034
57,538,5.0,3.8435404
57,590,5.0,3.7985373
57,608,5.0,4.276428
57,858,5.0,4.4648523
57,914,5.0,3.9458168
57,1028,4.0,4.030883
57,1080,4.0,3.8447473
57,1186,4.0,4.0214586
57,1222,5.0,3.9824572
57,1258,5.0,3.9289227
57,1326,1.0,3.8419807
57,1918,3.0,2.780208
57,2000,5.0,3.502934
57,2114,5.0,3.462123
57,2118,2.0,3.6702507
57,2130,4.0,3.9581823
57,2194,5.0,3.9157913
57,2302,5.0,3.7839634
57,5060,4.0,3.7792695
58,19,1.0,2.2893426
58,1367,4.0,2.957787
58,2085,3.0,3.725251
58,2551,2.0,2.539004
58,2683,1.0,2.5685513
58,3555,5.0,2.413741
58,3701,5.0,3.1474175
59,32,4.5,3.2473176
59,50,5.0,3.339623
59,410,1.5,2.2563713
59,586,0.5,2.2602384
59,912,4.0,3.77604
59,2640,1.0,2.5971427
59,3578,4.0,2.7581577
59,7040,4.0,1.9916297
60,21,3.0,3.7488537
60,235,5.0,4.3115077
60,8981,5.0,3.7703788
61,34,2.0,2.8667185
61,1500,4.5,3.3183188
61,1954,2.0,3.3483393
61,2144,3.0,3.5512218
61,2384,2.0,2.4685597
61,2502,5.0,3.4720886
61,2572,4.0,2.85352
61,3114,1.0,3.134018
61,3668,2.5,2.5880375
61,3988,3.0,2.7235558
61,4016,1.5,2.9820821
61,33004,2.0,3.4199438
61,34150,2.5,2.3900924
61,34162,4.0,3.307152
61,46976,3.5,3.5835953
61,53464,2.5,1.8159415
61,53996,5.0,2.771216
62,111,4.0,3.9505832
62,68157,4.5,4.1082845
62,91535,3.0,2.8064036
62,92259,3.0,4.1014047
62,115149,3.0,3.803947
62,119145,4.5,3.4621792
63,112,3.0,2.6149619
63,480,4.5,3.6181843
63,720,4.0,2.9009106
63,832,2.5,2.746389
63,1080,4.5,3.1852143
63,1214,5.0,4.0161343
63,1376,3.5,3.4996414
63,1610,4.5,3.8965364
63,2628,4.5,3.5678897
63,3408,2.0,3.2025957
63,4846,5.0,3.653946
65,1084,5.0,3.972014
65,1304,4.0,4.109246
66,105,2.0,3.3931491
66,377,4.0,3.5266287
66,457,4.0,3.9466512
66,589,5.0,4.0534444
66,593,4.0,4.347001
66,1203,5.0,4.3206735
66,1573,3.0,3.5191903
66,3527,3.0,3.8485687
66,3633,5.0,3.4689727
66,3957,3.0,2.606795
67,6,5.0,3.8427784
67,12,3.0,2.9857204
67,18,4.0,3.5490367
67,280,5.0,3.9610612
67,316,3.0,2.9048417
67,318,5.0,4.586921
67,452,5.0,3.7011786
67,590,5.0,3.6211872
67,610,4.0,3.1604462
67,628,3.0,3.674074
67,694,3.0,3.0064616
67,784,3.0,2.9938607
67,1084,4.0,4.103998
68,527,3.5,4.013547
68,587,4.0,3.251286
68,933,3.5,3.6910179
68,953,4.0,3.9788396
68,1073,3.0,3.4885166
68,1291,4.5,3.8496444
68,1409,3.5,2.9084914
68,2469,3.5,3.101557
68,2791,3.5,3.5842137
68,5299,3.5,3.5356746
68,8961,4.0,3.732438
68,30749,3.0,3.711447
69,2,3.5,3.9270098
69,318,5.0,4.9104548
69,356,5.0,4.5578413
69,596,3.0,3.9545803
69,1954,3.5,4.135109
69,2028,4.5,4.2277174
69,2706,4.0,3.6790466
69,2918,5.0,4.336357
70,711,4.0,3.521639
70,761,3.0,3.7866278
70,805,5.0,4.319135
70,839,5.0,3.536263
70,1073,5.0,4.3471613
71,3160,5.0,3.9751258
72,527,4.0,3.396472
72,541,4.0,3.220387
72,1221,4.0,3.519871
72,2959,4.0,3.366076
72,3753,2.5,2.5622406
